respondent_id,persona_type,straight_liner_flag,inconsistent_response_flag,outlier_flag,social_desirability_flag,persona_leakage_flag,age_group,gender,city,education,occupation,income_band,income_midpoint,creative_identity_score,ci_creative_person,ci_making_things,ci_express_emotions,ci_follow_creators,ci_feel_dull,ai_comfort,art_interest_level,disc_instagram_youtube_re,disc_friend_family_recomm,disc_google_search,disc_whatsapp_forwards,disc_mall_in-person,disc_influencer_blogger,disc_zomato_magicpin,disc_employer_college_boa,act_painting,act_digital_art,act_gaming,act_yoga,act_photography,act_music,act_reading,act_diy,exp_art_workshop,exp_gaming_zone,exp_escape_room,exp_pottery,exp_cooking_class,exp_wellness,exp_museum,current_creative_spend_band,current_creative_spend_mid,leisure_spend_band,leisure_spend_mid,mall_visit_frequency,social_group,style_mandala,style_madhubani,style_warli,style_watercolour,style_portrait,style_abstract,style_anime,style_calligraphy,prod_ai_coaching,prod_art_kit,prod_tablet_session,prod_print_on_demand,prod_skill_tracker,prod_mood_prompts,prod_kids_session,prod_corporate,prod_membership,prod_wellness_therapy,mot_stress_relief,mot_skill_learning,mot_social,mot_social_media,mot_child_dev,mot_novelty,mot_career,eng_gamified,eng_leaderboard,eng_kit,eng_print,eng_portfolio,eng_themed,conjoint_choice,visit_freq_intent,pricing_preference,kit_wtp_band,kit_wtp_mid,discount_preference,preferred_location,session_time_pref,session_duration_pref,gifting_birthday,gifting_diwali,gifting_child,gifting_corporate,gifting_maybe,gifting_no,language_preference,barrier_price,barrier_identity,barrier_skill,barrier_embarrass,barrier_location,barrier_time,barrier_family,barrier_diy,barrier_none,child_extracurr_spend_band,child_extracurr_spend_mid,annual_spend_band,annual_spend_midpoint,nps_score,visit_intent_5class,visit_intent_binary
R1176,P3_Millennial_Parent,0,0,0,0,0,35-44,Female,Metro-Delhi NCR,Graduate,Salaried Professional,25K-50K,37500.0,15,3,2,3,3,4,Curious-not tried,Occasional hobbyist,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,500-1500,1000.0,3000-6000,4500.0,2-3 times/month,Friends group,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,Option A-Art Pod Session,Once a month,Monthly membership,Up to 299,150.0,Free kit with first booking,Shopping Mall,Weekend Morning,30 min express,1,1,1,0,1,0,Hindi,0,0,0,0,0,0,0,0,0,3000-6000,4500.0,3K-6K,4500,10,Unlikely to visit,0
R1177,P5_Wellness_Seeker,0,0,0,0,0,55+,Male,Metro-Delhi NCR,Postgraduate,Salaried Professional,50K-1L,75000.0,14,2,3,3,3,3,Sceptical,Occasional hobbyist,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,Below 500,250.0,3000-6000,4500.0,Once a month,Partner/Spouse,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,Option B-Escape Room,2-3 times/month,Monthly membership,1000-1499,1250.0,First session free,Gym/Wellness Centre,Weekday Evening,60 min standard,0,0,1,0,1,0,Hindi,0,0,0,0,1,0,0,0,0,,,Above 24K,35000,7,Likely to visit,1
R1178,P1_Urban_Millennial_Creative,0,1,0,0,0,18-24,Male,Metro-Delhi NCR,Diploma/Vocational,Business/Freelancer,Above 2L,250000.0,23,5,4,4,4,4,Occasional-prefer human,Semi-professional,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,Below 500,250.0,3000-6000,4500.0,More than once/week,Friends group,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,Option B-Escape Room,2-3 times/month,Monthly membership,1000-1499,1250.0,Festival/seasonal discount,Shopping Mall,Weekday Evening,30 min express,0,0,0,0,0,0,English,0,0,0,0,0,0,0,0,1,,,12K-24K,18000,8,Definitely will not visit,0
R1179,P5_Wellness_Seeker,0,0,0,0,1,55+,Male,Tier 2 City,Graduate,Salaried Professional,1L-2L,150000.0,12,3,3,2,2,2,Occasional-prefer human,Slightly curious,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,Below 500,250.0,3000-6000,4500.0,Once/twice a year,Friends group,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,Option A-Art Pod Session,Once a month,Monthly membership,1000-1499,1250.0,Festival/seasonal discount,Near School/College,Weekday Morning,90 min deep-dive,0,0,0,0,0,0,English,0,0,0,0,0,0,0,0,1,,,6K-12K,9000,7,Unlikely to visit,0
R1180,P3_Millennial_Parent,0,0,0,0,1,18-24,Female,Metro-Hyd/Pune/Chennai,Diploma/Vocational,Salaried Professional,50K-1L,,17,3,3,5,3,3,Occasional-prefer human,Regular hobbyist,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,,6000.0,Above 6000,7500.0,Once a week,Friends group,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,Option B-Escape Room,Once a week,Pay-per-session,600-999,800.0,First session free,Standalone Studio,Weekend Afternoon,90 min deep-dive,0,1,1,0,0,0,Tamil,0,0,0,0,0,0,0,0,0,Above 6000,7500.0,1K-3K,2000,6,Undecided,0
R1181,P7_Disinterested,0,0,0,0,0,Under 18,Male,Metro-Bengaluru,Graduate,Homemaker,,37500.0,6,2,1,1,1,1,Not comfortable at all,No interest,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,500-1500,1000.0,500-1500,1000.0,2-3 times/month,Children/Family,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Option C-Movie,Once/twice a year,Monthly membership,Up to 299,150.0,First session free,Standalone Studio,Weekend Morning,30 min express,0,0,0,0,0,0,English,1,1,1,0,0,0,1,1,0,,,Below 1K,500,4,Unlikely to visit,0
R1182,P2_GenZ_Student,0,0,0,0,0,18-24,Female,Metro-Hyd/Pune/Chennai,Graduate,Student-School,25K-50K,37500.0,15,4,3,2,4,2,Occasional-prefer human,Occasional hobbyist,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,Below 500,250.0,500-1500,1000.0,Once a month,Children/Family,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,Option B-Escape Room,Once a month,Corporate/group,Up to 299,150.0,First session free,Gym/Wellness Centre,Weekend Afternoon,60 min standard,1,1,0,0,1,0,Bengali,1,0,0,0,1,0,0,0,0,,,1K-3K,2000,8,Unlikely to visit,0
R1183,P4_Corporate_Professional,0,0,0,0,0,25-34,Male,Metro-Hyd/Pune/Chennai,Graduate,Salaried Professional,,150000.0,16,3,4,3,3,3,Curious-not tried,Occasional hobbyist,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,Nothing,0.0,3000-6000,4500.0,More than once/week,Alone,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,Option C-Movie,2-3 times/month,Annual pass,1000-1499,1250.0,First session free,Corporate Campus,Weekday Lunch,60 min standard,0,0,0,1,0,0,English,1,0,0,0,0,0,0,0,0,,,6K-12K,9000,3,Definitely will not visit,0
R1184,P6_Tier2_Aspirational,0,1,0,0,0,55+,Male,Metro-Hyd/Pune/Chennai,Diploma/Vocational,Student-College,25K-50K,37500.0,23,3,4,5,4,4,Daily user-love it,Regular hobbyist,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,Below 500,250.0,2-3 times/month,Children/Family,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,Option B-Escape Room,Once a week,Pay-per-session,300-599,450.0,Festival/seasonal discount,Shopping Mall,Weekday Evening,60 min standard,1,1,0,0,0,0,Tamil,0,0,0,0,0,0,0,0,0,,,3K-6K,4500,6,Definitely will not visit,0
R1185,P1_Urban_Millennial_Creative,0,0,0,0,0,25-34,Male,Tier 3 City/Town,Postgraduate,Salaried Professional,1L-2L,150000.0,21,4,4,3,5,5,Occasional-prefer human,Semi-professional,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3000-5000,4000.0,3000-6000,4500.0,2-3 times/month,Partner/Spouse,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,Option A-Art Pod Session,Once a week,Annual pass,,800.0,First session free,Standalone Studio,Weekday Evening,60 min standard,1,0,1,0,0,0,English,0,0,0,0,0,1,0,0,1,,,3K-6K,4500,8,Definitely will visit,1
R1186,P6_Tier2_Aspirational,0,0,0,0,0,45-55,Female,Tier 2 City,Graduate,Student-College,25K-50K,37500.0,17,4,2,5,3,3,Occasional-prefer human,Regular hobbyist,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,Nothing,0.0,Below 500,250.0,Once a month,Partner/Spouse,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,Option C-Movie,Once a month,Pay-per-session,Would not buy,0.0,First session free,Co-working Space,Late Night,30 min express,1,1,1,0,1,0,Hindi,0,0,0,0,0,0,1,0,0,,,3K-6K,4500,8,Definitely will visit,1
R1187,P4_Corporate_Professional,0,0,0,0,1,35-44,Male,Metro-Mumbai,Postgraduate,Salaried Professional,1L-2L,150000.0,8,1,2,2,2,1,Sceptical,No interest,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,500-1500,1000.0,Above 6000,7500.0,2-3 times/month,Alone,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,Option C-Movie,Once a month,Monthly membership,Up to 299,150.0,Bring-a-friend 2-for-1,Co-working Space,Weekday Morning,30 min express,0,0,0,0,0,0,Hindi,0,0,0,0,1,1,0,0,1,,,1K-3K,2000,7,Likely to visit,1
R1188,P1_Urban_Millennial_Creative,0,0,0,0,0,18-24,Female,Metro-Delhi NCR,Postgraduate,Salaried Professional,1L-2L,150000.0,17,4,3,3,4,3,Curious-not tried,Regular hobbyist,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,Below 500,250.0,Above 6000,7500.0,2-3 times/month,Alone,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,Option B-Escape Room,Once a week,Family pack,600-999,800.0,Bring-a-friend 2-for-1,Standalone Studio,Weekday Lunch,60 min standard,0,1,0,0,0,0,Hindi,0,0,0,0,0,0,0,1,1,,,6K-12K,9000,9,Undecided,0
R1189,P2_GenZ_Student,0,0,0,0,0,18-24,Female,Metro-Delhi NCR,Up to Class 12,Student-College,25K-50K,37500.0,18,4,3,5,3,3,Daily user-love it,Regular hobbyist,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,500-1500,1000.0,500-1500,1000.0,Once a month,Children/Family,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,Option C-Movie,Once/twice a year,Family pack,1000-1499,1250.0,Corporate tie-up,Gym/Wellness Centre,Weekday Evening,90 min deep-dive,1,1,0,0,1,0,English,0,0,1,0,1,0,0,0,0,,,1K-3K,2000,6,Unlikely to visit,0
R1190,P4_Corporate_Professional,0,0,0,0,0,35-44,Male,Metro-Bengaluru,Graduate,Salaried Professional,1L-2L,150000.0,16,3,2,3,4,4,Occasional-prefer human,Occasional hobbyist,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Nothing,0.0,3000-6000,4500.0,Once a month,Colleagues/Work team,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Option C-Movie,Once a month,Corporate/group,600-999,800.0,Corporate tie-up,Co-working Space,Weekday Evening,30 min express,0,0,0,1,0,0,English,0,0,0,0,0,1,0,0,1,No school-age children,0.0,6K-12K,9000,9,Undecided,0
R1191,P1_Urban_Millennial_Creative,0,0,0,0,0,35-44,Female,Metro-Bengaluru,Graduate,Salaried Professional,25K-50K,37500.0,22,4,5,5,4,4,Sceptical,Semi-professional,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,500-1500,1000.0,1500-3000,2250.0,2-3 times/month,Alone,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,Option B-Escape Room,Once a week,Monthly membership,1000-1499,1250.0,Free kit with first booking,Shopping Mall,Weekend Morning,60 min standard,1,1,0,0,1,0,English,0,0,0,0,0,0,0,0,0,,,6K-12K,9000,9,Undecided,0
R1192,P3_Millennial_Parent,0,0,0,0,0,25-34,Male,Metro-Delhi NCR,Postgraduate,Homemaker,1L-2L,150000.0,13,2,2,3,3,3,Occasional-prefer human,Occasional hobbyist,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,Below 500,250.0,,4500.0,Once a week,Partner/Spouse,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,Option A-Art Pod Session,Once/twice a year,Monthly membership,600-999,800.0,First session free,Near School/College,Weekday Evening,90 min deep-dive,0,0,1,0,0,1,Hindi,1,0,0,1,0,0,0,0,0,,,3K-6K,4500,8,Undecided,0
R1193,P2_GenZ_Student,0,0,0,1,0,18-24,Male,Tier 2 City,Graduate,Student-College,25K-50K,37500.0,21,5,5,3,4,4,Daily user-love it,Semi-professional,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1500-3000,2250.0,3000-6000,4500.0,Once a month,Colleagues/Work team,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,Option B-Escape Room,2-3 times/month,Family pack,300-599,450.0,First session free,Standalone Studio,Weekday Evening,60 min standard,1,0,0,0,0,1,Bengali,1,0,1,0,1,1,0,0,1,,,Below 1K,138,9,Definitely will visit,1
R1194,P4_Corporate_Professional,0,0,0,0,0,35-44,Female,Metro-Mumbai,Postgraduate,Salaried Professional,1L-2L,150000.0,14,3,2,3,3,3,Daily user-love it,Occasional hobbyist,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Below 500,250.0,500-1500,1000.0,2-3 times/month,Children/Family,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,Option A-Art Pod Session,Once a month,Monthly membership,600-999,800.0,Festival/seasonal discount,Co-working Space,Weekend Morning,90 min deep-dive,0,1,1,0,0,0,Hindi,0,0,1,0,0,0,0,0,0,,,3K-6K,4500,7,Undecided,0
R1195,P1_Urban_Millennial_Creative,0,0,0,0,0,45-55,Female,Tier 3 City/Town,Postgraduate,Salaried Professional,50K-1L,75000.0,21,5,4,2,5,5,Daily user-love it,Semi-professional,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,Below 500,250.0,3000-6000,4500.0,2-3 times/month,Partner/Spouse,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,Option A-Art Pod Session,Once a week,Pay-per-session,300-599,450.0,Corporate tie-up,Shopping Mall,Weekday Lunch,90 min deep-dive,1,1,0,0,0,0,English,0,0,0,0,0,0,0,0,0,,,3K-6K,4500,7,Unlikely to visit,0
R1196,P6_Tier2_Aspirational,0,0,0,0,0,18-24,Male,Tier 2 City,Doctoral,Homemaker,,37500.0,18,4,3,4,4,3,Curious-not tried,Regular hobbyist,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Nothing,0.0,1500-3000,2250.0,Once a month,Alone,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,Option C-Movie,2-3 times/month,Corporate/group,Would not buy,0.0,Festival/seasonal discount,Near School/College,Weekday Lunch,60 min standard,0,1,0,0,0,0,Tamil,1,1,1,0,0,0,1,0,0,,,1K-3K,2000,9,Undecided,0
R1197,P7_Disinterested,0,0,0,1,0,35-44,Male,Metro-Delhi NCR,Postgraduate,Salaried Professional,25K-50K,37500.0,9,2,3,1,1,2,Curious-not tried,Slightly curious,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nothing,0.0,Below 500,250.0,Once/twice a year,Friends group,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Option C-Movie,Once a month,Pay-per-session,Up to 299,150.0,First session free,Standalone Studio,Weekend Morning,60 min standard,0,0,0,0,1,0,Tamil,1,1,0,0,1,1,0,0,0,,,Below 1K,376,5,Definitely will visit,1
R1198,P7_Disinterested,0,0,0,0,0,25-34,Male,Tier 3 City/Town,Graduate,Salaried Professional,25K-50K,,6,1,1,1,2,1,Sceptical,No interest,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1500-3000,2250.0,1500-3000,2250.0,Once a month,Children/Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Option C-Movie,Once a month,Monthly membership,Up to 299,150.0,First session free,Near School/College,Weekend Afternoon,90 min deep-dive,0,0,0,0,0,0,Kannada,0,1,1,1,0,0,1,0,0,,,3K-6K,4500,6,Unlikely to visit,0
R1199,P5_Wellness_Seeker,0,0,0,0,0,25-34,Male,Tier 3 City/Town,Postgraduate,Salaried Professional,25K-50K,37500.0,16,4,3,4,3,2,Curious-not tried,Occasional hobbyist,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Below 500,250.0,500-1500,1000.0,Once a week,Friends group,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,Option B-Escape Room,2-3 times/month,Family pack,600-999,800.0,First session free,Gym/Wellness Centre,Weekday Morning,90 min deep-dive,0,0,0,0,0,0,English,0,0,0,1,0,0,0,0,1,,,1K-3K,2000,8,Likely to visit,1
R1200,P1_Urban_Millennial_Creative,1,0,0,0,0,55+,Female,Metro-Bengaluru,Graduate,Salaried Professional,,75000.0,15,3,3,3,3,3,Curious-not tried,Semi-professional,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,500-1500,1000.0,Above 6000,7500.0,Once a month,Colleagues/Work team,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,Option A-Art Pod Session,2-3 times/month,Monthly membership,300-599,450.0,Free kit with first booking,Near School/College,Weekday Lunch,60 min standard,0,1,0,0,0,0,English,0,0,1,0,0,0,0,1,1,,,12K-24K,18000,6,Definitely will visit,1
R1201,P5_Wellness_Seeker,0,0,0,0,0,45-55,Female,Metro-Delhi NCR,Graduate,Salaried Professional,50K-1L,75000.0,15,4,2,3,3,3,Occasional-prefer human,Occasional hobbyist,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,Below 500,250.0,3000-6000,4500.0,2-3 times/month,Alone,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,Option A-Art Pod Session,Once a week,Monthly membership,Would not buy,0.0,Student discount,Standalone Studio,Weekday Morning,90 min deep-dive,1,1,0,0,0,1,Tamil,0,0,0,0,1,1,0,0,0,,,12K-24K,18000,9,Unlikely to visit,0
R1202,P1_Urban_Millennial_Creative,0,0,0,0,0,25-34,Male,Tier 2 City,Graduate,Salaried Professional,1L-2L,150000.0,22,4,4,5,5,4,Daily user-love it,Semi-professional,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,500-1500,1000.0,Above 6000,7500.0,Once/twice a year,Partner/Spouse,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Option B-Escape Room,Once/twice a year,Pay-per-session,1000-1499,1250.0,Corporate tie-up,Standalone Studio,Weekend Morning,90 min deep-dive,0,0,0,0,0,1,Marathi,0,0,0,0,0,0,0,0,0,,,12K-24K,18000,7,Undecided,0
R1203,P1_Urban_Millennial_Creative,0,0,0,0,0,35-44,Male,Metro-Hyd/Pune/Chennai,Graduate,Business/Freelancer,50K-1L,75000.0,20,3,4,5,4,4,Occasional-prefer human,Regular hobbyist,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,500-1500,1000.0,1500-3000,2250.0,Once a month,Alone,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,Option B-Escape Room,Once a week,Monthly membership,600-999,800.0,Free kit with first booking,Shopping Mall,Weekend Afternoon,60 min standard,1,1,0,0,0,0,Hindi,1,0,0,0,0,1,0,0,1,,,3K-6K,4500,10,Likely to visit,1
R1204,P2_GenZ_Student,0,0,0,0,0,Under 18,Female,Metro-Mumbai,Graduate,Salaried Professional,Below 25K,15000.0,23,5,5,3,5,5,Occasional-prefer human,Semi-professional,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,3000-5000,4000.0,3000-6000,4500.0,Once a month,Children/Family,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,Option C-Movie,2-3 times/month,Pay-per-session,300-599,450.0,First session free,Standalone Studio,Weekend Afternoon,30 min express,1,0,0,0,0,0,English,0,0,1,0,1,0,0,1,0,,,Below 1K,500,7,Likely to visit,1
R1205,P3_Millennial_Parent,0,0,0,0,0,25-34,Female,Metro-Mumbai,Graduate,Salaried Professional,50K-1L,75000.0,10,2,2,1,2,3,Occasional-prefer human,Slightly curious,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,3000-5000,4000.0,1500-3000,2250.0,2-3 times/month,Children/Family,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,Option C-Movie,Once a month,Corporate/group,600-999,800.0,First session free,Near School/College,Weekend Afternoon,60 min standard,1,1,1,0,0,0,Hindi,0,0,1,0,0,1,0,0,0,Below 1000,500.0,1K-3K,2000,9,Likely to visit,1
R1206,P5_Wellness_Seeker,0,0,0,0,0,35-44,Male,Tier 2 City,Postgraduate,Salaried Professional,25K-50K,37500.0,16,3,4,3,3,3,Sceptical,Occasional hobbyist,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Nothing,0.0,3000-6000,4500.0,2-3 times/month,Friends group,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,Option C-Movie,2-3 times/month,Monthly membership,300-599,450.0,Free kit with first booking,Co-working Space,Weekend Morning,60 min standard,0,0,0,1,1,0,Hindi,0,0,0,0,0,0,0,0,0,,,6K-12K,9000,7,Unlikely to visit,0
R1207,P4_Corporate_Professional,0,0,0,0,0,35-44,Male,Metro-Hyd/Pune/Chennai,Postgraduate,Parent-booking for child,1L-2L,150000.0,18,3,4,3,4,4,Occasional-prefer human,Regular hobbyist,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,500-1500,1000.0,Above 6000,7500.0,Once a month,Partner/Spouse,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,Option B-Escape Room,Once a month,Annual pass,600-999,800.0,First session free,Corporate Campus,Weekday Lunch,90 min deep-dive,0,1,0,1,0,0,English,0,0,0,0,0,0,0,0,0,1000-3000,2000.0,1K-3K,2000,4,Definitely will not visit,0
R1208,P3_Millennial_Parent,0,0,0,0,0,35-44,Female,Tier 2 City,Postgraduate,Salaried Professional,1L-2L,150000.0,20,4,3,4,4,5,Curious-not tried,Regular hobbyist,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,Nothing,0.0,3000-6000,4500.0,2-3 times/month,Children/Family,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,Option A-Art Pod Session,2-3 times/month,Family pack,600-999,800.0,Student discount,Near School/College,Weekday Evening,60 min standard,0,1,1,0,0,0,English,1,0,0,0,0,1,0,0,0,Below 1000,500.0,3K-6K,4500,7,Definitely will visit,1
R1209,P2_GenZ_Student,0,0,0,0,0,18-24,Female,Metro-Hyd/Pune/Chennai,Graduate,Student-College,25K-50K,37500.0,21,4,5,4,4,4,Occasional-prefer human,Semi-professional,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1500-3000,2250.0,1500-3000,2250.0,2-3 times/month,Friends group,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,Option A-Art Pod Session,Once a week,Pay-per-session,Up to 299,150.0,Student discount,Shopping Mall,Weekday Evening,90 min deep-dive,0,0,0,1,0,0,Marathi,0,0,0,0,0,0,0,0,1,,,6K-12K,9000,6,Undecided,0
R1210,P7_Disinterested,0,0,0,0,0,35-44,Male,Tier 2 City,Graduate,Salaried Professional,Below 25K,15000.0,12,3,2,2,2,3,Sceptical,Slightly curious,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Below 500,250.0,Below 500,,Once a week,Friends group,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Option C-Movie,Once/twice a year,Family pack,Would not buy,0.0,First session free,Near School/College,Weekend Morning,90 min deep-dive,0,0,0,0,0,0,Telugu,1,1,1,1,0,0,0,0,0,,,Below 1K,500,6,Likely to visit,1
R1211,P3_Millennial_Parent,0,0,0,0,0,25-34,Female,Tier 2 City,Postgraduate,Parent-booking for child,50K-1L,75000.0,16,4,3,3,3,3,Occasional-prefer human,Occasional hobbyist,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,Below 500,250.0,500-1500,1000.0,2-3 times/month,Alone,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,Option B-Escape Room,2-3 times/month,Annual pass,300-599,450.0,First session free,Shopping Mall,Weekend Afternoon,90 min deep-dive,1,1,1,0,1,0,Tamil,0,0,0,1,0,0,0,0,0,Above 6000,7500.0,12K-24K,18000,7,Undecided,0
